año,trimestre,provincia,accesos por cada 100 hogares,banda ancha fija,dial up,total,adsl,cablemodem,fibra óptica,wireless,otros,total_fijo_xtipo_tecnologia_provincia,mbps (media de bajada),total_internet_fijo_provincias,suma_mb,count_suma_mb
2018,3,formosa,"29,58",44865.0,- 0,44865.0,22777,7589,817,13625,57,44865.0,"9,32",44857.0,1870.0,6.0
2018,3,jujuy,"23,26",44934.0,1,44935.0,33363,10856,32,641,43,44935.0,"7,67",44897.0,1347.0,6.0
2018,3,la pampa,"71,75",83180.0,244,83424.0,12415,54574,8437,7011,987,83424.0,"4,28",83342.0,1824.0,21.0
2018,3,la rioja,"50,73",51855.0,17,51872.0,16587,34984,13,253,35,51872.0,"6,16",51869.0,702.0,7.0
2018,3,mendoza,"37,99",205545.0,1484,207029.0,151033,40205,5744,8195,1852,207029.0,"5,79",208201.0,2155.0,13.0
2018,3,misiones,"32,1",108042.0,- 0,108042.0,56290,50793,512,391,56,108042.0,"12,49",110594.0,1260.0,7.0
2018,3,neuquén,"60,49",114713.0,2005,116718.0,46602,54129,998,12277,2712,116718.0,"14,67",115935.0,1897.0,9.0
2018,3,río negro,"50,54",112433.0,1059,113492.0,68590,33474,1252,5051,5125,113492.0,"10,06",113504.0,1975.0,9.0
2018,3,salta,"39,43",132882.0,1,132883.0,76600,53980,678,234,1391,132883.0,"9,27",133722.0,1636.0,6.0
2018,3,san juan,"33,05",63823.0,658,64481.0,54025,5838,826,2744,1048,64481.0,"5,74",64369.0,523.0,10.0
2018,3,san luis,"52,35",74121.0,300,74421.0,11096,7784,368,52859,2314,74421.0,"8,81",74362.0,1004.0,11.0
2018,3,santa cruz,"32,73",33565.0,434,33999.0,18606,4574,585,6238,3996,33999.0,"5,37",33945.0,1273.0,11.0
2018,3,santa fe,"63,41",694883.0,217,695100.0,339126,312866,11749,16337,15022,695100.0,"12,36",692572.0,1619.0,8.0
2018,3,santiago del estero,"36,25",86358.0,2,86360.0,25805,58789,23,1662,81,86360.0,"5,78",86102.0,3423.0,9.0
2018,3,tierra del fuego,"92,77",45056.0,508,45564.0,19365,22649,1502,1,2047,45564.0,"5,99",44300.0,702.0,11.0
2018,3,tucumán,"41,68",171135.0,31,171166.0,161209,9280,110,252,315,171166.0,"15,26",171040.0,2124.0,8.0
2018,2,buenos aires,"62,78",3490134.0,10565,3500699.0,1450203,1807868,143626,71256,27746,3500699.0,"14,68",3502314.0,411.0,11.0
2018,2,capital federal,"106,53",1362498.0,6688,1369186.0,342431,977916,35610,3908,9321,1369186.0,"18,94",1371167.0,497.0,16.0
2018,2,catamarca,"32,86",34078.0,11,34089.0,27444,4415,15,1,2214,34089.0,"7,69",34073.0,367.0,6.0
2018,2,chaco,"31,25",98509.0,12,98521.0,54134,40750,562,1946,1129,98521.0,"12,5",98290.0,2054.0,7.0
2018,2,chubut,"54,9",98137.0,2427,100564.0,58935,19591,1239,14070,6729,100564.0,"5,33",100533.0,806.0,7.0
2018,2,córdoba,"63,27",712979.0,94,713073.0,345141,327636,13832,16355,10109,713073.0,"13,88",710289.0,90.0,6.0
2018,2,corrientes,"33,81",97946.0,11,97957.0,56541,39715,201,1468,32,97957.0,"10,88",97960.0,1612.0,7.0
2018,2,entre ríos,"49,2",199937.0,48,199985.0,104811,80376,2405,12313,80,199985.0,"10,19",199439.0,1420.0,8.0
2018,2,formosa,"29,43",44554.0,,44554.0,23543,7311,18,13625,57,44554.0,"8,97",44546.0,2559.0,7.0
2018,2,jujuy,"23,43",45132.0,1,45133.0,33571,10856,23,640,43,45133.0,"6,29",45095.0,1385.0,7.0
2018,2,la pampa,"71,04",82177.0,244,82421.0,12416,53587,8420,7011,987,82421.0,"4,1",82344.0,2802.0,22.0
2018,2,la rioja,"50,98",51931.0,17,51948.0,16663,34984,13,253,35,51948.0,"5,59",51945.0,688.0,7.0
2018,2,mendoza,"36,97",199468.0,1484,200952.0,152938,36872,3084,6206,1852,200952.0,"5,88",200932.0,1246.0,14.0
2018,2,misiones,"31,63",106147.0,,106147.0,57265,47923,512,391,56,106147.0,"11,76",108699.0,1367.0,7.0
2018,2,neuquén,"60,24",113842.0,2006,115848.0,46633,52855,998,12649,2713,115848.0,"13,37",114668.0,2627.0,9.0
2018,2,río negro,"50,15",111176.0,1059,112235.0,68667,32795,1252,4396,5125,112235.0,"9,51",112129.0,2171.0,9.0
2018,2,salta,"39,94",134166.0,1,134167.0,78386,53478,678,234,1391,134167.0,"8,93",135006.0,1496.0,6.0
2018,2,san juan,"32,95",63443.0,658,64101.0,54080,5068,826,3079,1048,64101.0,"5,85",64073.0,1023.0,8.0
2018,2,san luis,"15,15",21168.0,300,21468.0,11104,7666,368,16,2314,21468.0,"5,9",21454.0,485.0,10.0
2018,2,santa cruz,"33,33",33970.0,435,34405.0,18615,4474,585,6734,3997,34405.0,"5,19",33772.0,1048.0,9.0
2018,2,santa fe,"62,57",684243.0,309,684552.0,337934,304349,11354,15801,15114,684552.0,"11,75",684591.0,1281.0,8.0
2018,2,santiago del estero,"35,26",83773.0,2,83775.0,26074,55935,23,1662,81,83775.0,"5,91",83770.0,2242.0,7.0
2018,2,tierra del fuego,"91,61",44199.0,508,44707.0,19372,22756,531,1,2047,44707.0,"5,94",43505.0,510.0,8.0
2018,2,tucumán,"41,51",169926.0,31,169957.0,160315,8965,110,252,315,169957.0,"13,51",169850.0,1006.0,5.0
2018,1,buenos aires,"62,63",3464882.0,10564,3475446.0,1452061,1793884,133928,64379,31194,3475446.0,"14,2",3471700.0,217.0,11.0
2018,1,capital federal,"106,24",1359882.0,6688,1366570.0,349995,968483,35535,3164,9393,1366570.0,"17,75",1368594.0,1849.0,18.0
2018,1,catamarca,"32,79",33934.0,11,33945.0,27300,4415,15,1,2214,33945.0,"8,2",33929.0,121.0,5.0
2018,1,chaco,"30,83",96925.0,12,96937.0,54879,40157,383,388,1130,96937.0,"12,44",96782.0,2073.0,9.0
2018,1,chubut,"53,72",95532.0,2427,97959.0,56375,19591,1194,14070,6729,97959.0,"5,42",97928.0,673.0,7.0
2018,1,córdoba,"63,52",713825.0,101,713926.0,349342,326894,13178,13237,11275,713926.0,"12,79",713991.0,1398.0,6.0
2018,1,corrientes,"32,66",94406.0,11,94417.0,56937,35225,888,1334,33,94417.0,"11,12",94420.0,2245.0,9.0
2018,1,entre ríos,"48,68",197346.0,48,197394.0,106998,75751,3789,10776,80,197394.0,"9,88",196848.0,2552.0,10.0
2018,1,formosa,"21,4",32328.0,- 0,32328.0,23556,7095,17,1603,57,32328.0,"11,06",32320.0,3876.0,10.0
2018,1,jujuy,"23,12",44405.0,1,44406.0,33856,10456,23,28,43,44406.0,"6,74",44393.0,445.0,4.0
2018,1,la pampa,"71,75",82668.0,396,83064.0,10807,51389,8386,10556,1926,83064.0,"4,0",82375.0,2369.0,10.0
2018,1,la rioja,"51,44",52228.0,17,52245.0,16960,34984,13,253,35,52245.0,"5,89",52242.0,32.0,5.0
2018,1,mendoza,"37,07",199463.0,1484,200947.0,152931,36872,3086,6206,1852,200947.0,"5,88",200927.0,1233.0,13.0
2018,1,misiones,"30,96",103580.0,- 0,103580.0,56311,46880,328,5,56,103580.0,"12,08",103542.0,1455.0,9.0
2018,1,neuquén,"61,52",115897.0,2006,117903.0,46714,55072,1000,12404,2713,117903.0,"11,96",116746.0,2420.0,9.0
2018,1,río negro,"49,82",110057.0,1062,111119.0,68769,31712,1251,4259,5128,111119.0,"8,98",111239.0,2808.0,10.0
2018,1,salta,"39,78",133182.0,1,133183.0,79936,51534,118,204,1391,133183.0,"9,19",134001.0,841.0,6.0
2018,1,san juan,"32,61",62610.0,658,63268.0,54080,5068,826,2246,1048,63268.0,"5,85",63240.0,96.0,7.0
2018,1,san luis,"15,15",21096.0,300,21396.0,11104,7594,368,16,2314,21396.0,"5,89",21382.0,413.0,9.0
2018,1,santa cruz,"33,55",33970.0,435,34405.0,18615,4474,1799,6734,2783,34405.0,"5,19",33772.0,1048.0,9.0
2018,1,santa fe,"62,28",679717.0,309,680026.0,341997,300421,10674,11636,15298,680026.0,"11,17",680053.0,537.0,7.0
2018,1,santiago del estero,"34,99",82916.0,2,82918.0,26788,54594,23,1432,81,82918.0,"6,25",84236.0,1855.0,6.0
2018,1,tierra del fuego,"65,2",31106.0,508,31614.0,19372,9663,531,1,2047,31614.0,"5,77",34409.0,326.0,6.0
2018,1,tucumán,"41,18",168026.0,31,168057.0,158611,8921,107,368,50,168057.0,"9,36",167984.0,389.0,6.0
2017,4,buenos aires,"57,61",3171206.0,10690,3181896.0,1241172,1718013,131181,60082,31448,3181896.0,"12,97",3188332.0,218.0,11.0
2017,4,capital federal,"122,9",1575418.0,6906,1582324.0,571363,961688,36277,3119,9877,1582324.0,"15,2",1584238.0,2804.0,16.0
2017,4,catamarca,"28,62",29548.0,10,29558.0,27083,263,11,1,2200,29558.0,"7,78",29558.0,321.0,6.0
2017,4,chaco,"30,81",96603.0,12,96615.0,55035,39690,389,380,1121,96615.0,"11,7",96471.0,2201.0,10.0
2017,4,chubut,"51,46",91012.0,2428,93440.0,56378,15097,1187,14070,6708,93440.0,"5,41",93432.0,676.0,8.0
2017,4,córdoba,"63,33",709874.0,105,709979.0,349710,324709,12778,12043,10739,709979.0,"11,64",700611.0,428.0,5.0
2017,4,corrientes,"32,52",93760.0,11,93771.0,56786,34722,894,1334,35,93771.0,"10,38",93771.0,2412.0,9.0
2017,4,entre ríos,"47,89",193654.0,49,193703.0,107764,73692,1894,10267,86,193703.0,"9,3",193499.0,1678.0,8.0
2017,4,formosa,"21,27",32056.0,- 0,32056.0,23410,6973,19,1603,51,32056.0,"10,11",32055.0,2496.0,10.0
2017,4,jujuy,"22,74",43551.0,1,43552.0,33844,9626,20,28,34,43552.0,"6,64",43550.0,453.0,5.0
2017,4,la pampa,"71,05",81675.0,396,82071.0,10808,50495,8272,10569,1927,82071.0,"3,98",81086.0,1670.0,10.0
2017,4,la rioja,"51,57",52177.0,17,52194.0,16912,34984,14,253,31,52194.0,"5,88",52195.0,37.0,5.0
2017,4,mendoza,"33,33",178661.0,1490,180151.0,152896,16114,3015,6206,1920,180151.0,"5,71",180154.0,1115.0,12.0
2017,4,misiones,"31,14",103895.0,- 0,103895.0,56271,47470,95,5,54,103895.0,"11,32",103895.0,1499.0,8.0
2017,4,neuquén,"61,24",114965.0,2006,116971.0,46739,54119,1017,12404,2692,116971.0,"10,72",115843.0,2462.0,9.0
2017,4,río negro,"49,38",108702.0,1062,109764.0,68690,30451,1250,4259,5114,109764.0,"8,05",109678.0,2952.0,11.0
2017,4,salta,"39,8",132811.0,1,132812.0,80705,50446,127,158,1376,132812.0,"8,45",133648.0,1540.0,8.0
2017,4,san juan,"30,3",57965.0,659,58624.0,54079,451,812,2246,1036,58624.0,"5,83",58622.0,94.0,7.0
2017,4,san luis,"10,59",14604.0,300,14904.0,11104,1119,335,17,2329,14904.0,"5,73",14900.0,182.0,9.0
2017,4,santa cruz,"28,91",29018.0,434,29452.0,18614,1668,582,4638,3950,29452.0,"5,21",29978.0,1048.0,9.0
2017,4,santa fe,"61,71",672137.0,323,672460.0,341680,293831,10602,10965,15382,672460.0,"10,3",671964.0,537.0,7.0
2017,4,santiago del estero,"29,13",68842.0,2,68844.0,27313,40407,19,1025,80,68844.0,"6,17",68842.0,1027.0,7.0
2017,4,tierra del fuego,"59,89",28346.0,508,28854.0,19372,6906,530,1,2045,28854.0,"5,2",31652.0,323.0,6.0
2017,4,tucumán,"39,9",162298.0,34,162332.0,156583,5223,105,102,319,162332.0,"9,11",162248.0,350.0,5.0
2017,3,buenos aires,"55,63",3046758.0,11202,3057960.0,1288025,1571180,124920,35058,38777,3057960.0,"8,43",3028468.0,,
2017,3,capital federal,"121,86",1563289.0,7070,1570359.0,583249,941092,33481,2814,9723,1570359.0,"10,64",1575199.0,,
2017,3,catamarca,"32,49",33467.0,11,33478.0,26873,4411,12,1,2181,33478.0,"5,26",27011.0,,
2017,3,chaco,"29,98",93747.0,12,93759.0,54888,37307,456,36,1072,93759.0,"8,48",92796.0,,
2017,3,chubut,"46,22",81067.0,2477,83544.0,56359,5645,1217,13503,6820,83544.0,"3,48",78607.0,,
2017,3,córdoba,"62,31",696536.0,108,696644.0,344580,319360,10579,7137,14988,696644.0,"9,12",679929.0,,
2017,3,corrientes,"32,17",92536.0,12,92548.0,56247,33993,947,1334,27,92548.0,"7,45",92561.0,,
2017,3,entre ríos,"45,96",185414.0,50,185464.0,107774,69596,1786,6245,63,185464.0,"6,99",185501.0,,
2017,3,formosa,"21,35",32105.0,- 0,32105.0,22647,6816,428,2202,12,32105.0,"7,07",31132.0,,
2017,3,jujuy,"22,65",43241.0,1,43242.0,33796,9395,20,23,8,43242.0,"4,69",43269.0,,
2017,3,la pampa,"69,14",79280.0,410,79690.0,11378,49679,5153,11536,1944,79690.0,"3,44",75202.0,,
2017,3,la rioja,"51,47",51896.0,17,51913.0,16638,34984,14,252,25,51913.0,"5,01",51924.0,,
2017,3,mendoza,"35,7",190958.0,1533,192491.0,154036,33788,2772,29,1866,192491.0,"3,51",158818.0,,
2017,3,misiones,"30,21",100476.0,- 0,100476.0,56472,43880,110,5,9,100476.0,"8,43",100526.0,,
2017,3,neuquén,"60,83",113755.0,2029,115784.0,48001,52468,1044,11576,2695,115784.0,"8,17",109276.0,,
2017,3,río negro,"48,52",106393.0,1103,107496.0,69301,30018,1106,3054,4017,107496.0,"5,49",105009.0,,
2017,3,salta,"39,84",132517.0,1,132518.0,80782,50284,127,158,1167,132518.0,"6,13",133400.0,,
2017,3,san juan,"32,37",61789.0,660,62449.0,54499,5068,816,1053,1013,62449.0,"3,45",58695.0,,
2017,3,san luis,"15,48",21408.0,311,21719.0,11407,7576,347,26,2363,21719.0,"3,5",12406.0,,
2017,3,santa cruz,"33,29",33222.0,468,33690.0,19220,5487,1544,4552,2887,33690.0,"3,61",29955.0,,
2017,3,santa fe,"60,91",662086.0,256,662342.0,322953,290655,6338,4897,37499,662342.0,"7,79",624462.0,,
2017,3,santiago del estero,"35,12",82792.0,2,82794.0,27733,54096,19,911,35,82794.0,"5,18",65360.0,,
2017,3,tierra del fuego,"65,74",30883.0,583,31466.0,21587,7012,622,1,2244,31466.0,"3,48",34164.0,,
2017,3,tucumán,"39,7",160979.0,33,161012.0,154130,6431,106,40,305,161012.0,"6,39",159959.0,,
2017,2,buenos aires,"56,27",3067430.0,11201,3078631.0,1378549,1535037,119132,21555,24358,3078631.0,"7,2",2976720.0,,
2017,2,capital federal,"124,06",1592175.0,8016,1600191.0,615262,932466,38628,2819,11016,1600191.0,"8,84",1564194.0,,
2017,2,catamarca,"25,98",26692.0,13,26705.0,26401,255,14,1,34,26705.0,"5,1",26703.0,,
2017,2,chaco,"29,05",90597.0,14,90611.0,54449,35613,458,52,39,90611.0,"7,69",90609.0,,
2017,2,chubut,"35,55",62245.0,1730,63975.0,43994,1067,916,13194,4804,63975.0,"3,45",80229.0,,
2017,2,córdoba,"58,97",657505.0,133,657638.0,341748,303488,4451,6446,1505,657638.0,"7,42",658560.0,,
2017,2,corrientes,"31,39",90085.0,12,90097.0,55262,33192,258,1354,31,90097.0,"6,79",90094.0,,
2017,2,entre ríos,"45,39",182675.0,57,182732.0,108309,67650,254,6448,71,182732.0,"6,29",182797.0,,
2017,2,formosa,"19,97",29956.0,- 0,29956.0,22493,6410,17,1023,13,29956.0,"6,18",29958.0,,
2017,2,jujuy,"22,4",42656.0,1,42657.0,33742,8858,22,0,35,42657.0,"4,54",42658.0,,
2017,2,la pampa,"63,49",72573.0,449,73022.0,12754,48310,5194,6253,511,73022.0,"3,32",69193.0,,
2017,2,la rioja,"16,2",16271.0,18,16289.0,16244,0,15,2,28,16289.0,"5,53",16288.0,,
2017,2,mendoza,"31,76",169302.0,1451,170753.0,153331,13030,2581,27,1784,170753.0,"3,51",177505.0,,
2017,2,misiones,"30,09",99794.0,- 0,99794.0,56752,42925,103,5,9,99794.0,"7,6",99796.0,,
2017,2,neuquén,"61,91",115321.0,2112,117433.0,51794,50283,1133,11545,2678,117433.0,"6,7",109586.0,,
2017,2,río negro,"46,02",100621.0,998,101619.0,67038,29147,961,3213,1260,101619.0,"4,74",105379.0,,
2017,2,salta,"32,74",108540.0,1,108541.0,80184,27280,115,158,804,108541.0,"5,76",108551.0,,
2017,2,san juan,"26,96",51261.0,620,51881.0,48670,451,772,1073,915,51881.0,"3,49",58800.0,,
2017,2,san luis,"9,51",12992.0,315,13307.0,11432,1120,354,26,375,13307.0,"3,5",14029.0,,
2017,2,santa cruz,"26,25",26019.0,369,26388.0,15311,2722,1365,4735,2255,26388.0,"3,6",31765.0,,
2017,2,santa fe,"52,27",566918.0,362,567280.0,329813,228102,3234,4958,1173,567280.0,"6,84",567004.0,,
2017,2,santiago del estero,"14,12",33194.0,2,33196.0,28337,3900,19,911,29,33196.0,"5,06",33199.0,,
2017,2,tierra del fuego,"68,46",31938.0,619,32557.0,22636,6905,665,1,2350,32557.0,"3,48",35710.0,,
2017,2,tucumán,"38,19",154374.0,37,154411.0,149013,5223,116,14,45,154411.0,"6,09",154390.0,,
2017,1,buenos aires,"58,57",3178174.0,11202,3189376.0,1559178,1465817,118839,21200,24342,3189376.0,"6,68",3186724.0,,
2017,1,capital federal,"108,37",1391030.0,8016,1399046.0,428801,918328,38259,2730,10928,1399046.0,"8,35",1262940.0,,
2017,1,catamarca,"25,66",26304.0,13,26317.0,26020,248,14,1,34,26317.0,"4,97",26315.0,,
2017,1,chaco,"28,62",89036.0,14,89050.0,54430,34277,252,52,39,89050.0,"7,31",89047.0,,
2017,1,chubut,"35,66",62166.0,1730,63896.0,43994,999,916,13194,4793,63896.0,"3,44",80150.0,,
2017,1,córdoba,"57,65",641066.0,133,641199.0,335673,293479,4871,5782,1394,641199.0,"6,8",642098.0,,
2017,1,corrientes,"30,94",88596.0,12,88608.0,54993,31994,236,1354,31,88608.0,"6,43",88605.0,,
2017,1,entre ríos,"44,91",180296.0,57,180353.0,108509,65095,230,6448,71,180353.0,"5,95",180418.0,,
2017,1,formosa,"19,84",29705.0,- 0,29705.0,22438,6215,16,1023,13,29705.0,"5,74",29707.0,,
2017,1,jujuy,"22,76",43202.0,1,43203.0,33869,9278,22,0,34,43203.0,"4,39",43203.0,,
2017,1,la pampa,"62,67",71458.0,455,71913.0,12754,47195,5194,6253,517,71913.0,"3,22",68079.0,,
2017,1,la rioja,"16,2",16207.0,18,16225.0,16180,0,15,2,28,16225.0,"5,43",16224.0,,
2017,1,mendoza,"31,84",169282.0,1451,170733.0,153326,13030,2581,27,1769,170733.0,"3,51",177485.0,,
2017,1,misiones,"29,52",97619.0,- 0,97619.0,57363,40142,101,5,8,97619.0,"7,34",97621.0,,
2017,1,neuquén,"61,02",113227.0,2112,115339.0,51771,48109,1124,11665,2670,115339.0,"6,03",107491.0,,
2017,1,río negro,"46,03",100288.0,1000,101288.0,67075,28785,954,3213,1261,101288.0,"4,45",105033.0,,
2017,1,salta,"32,58",107632.0,1,107633.0,79837,26845,114,158,679,107633.0,"5,34",107643.0,,
2017,1,san juan,"27,04",51253.0,620,51873.0,48670,451,772,1073,907,51873.0,"3,49",58792.0,,
2017,1,san luis,"9,55",12992.0,315,13307.0,11432,1120,354,26,375,13307.0,"3,5",14029.0,,
2017,1,santa cruz,"26,52",26116.0,370,26486.0,15502,2722,1272,4733,2257,26486.0,"3,59",31863.0,,
2017,1,santa fe,"51,97",562520.0,362,562882.0,327458,226094,3210,4948,1172,562882.0,"6,28",562613.0,,
2017,1,santiago del estero,"14,7",34473.0,2,34475.0,29616,3900,19,911,29,34475.0,"4,95",34478.0,,
2017,1,tierra del fuego,"68,92",31938.0,619,32557.0,22636,6905,665,1,2350,32557.0,"3,48",35710.0,,
2017,1,tucumán,"37,9",152734.0,37,152771.0,147373,5223,116,14,45,152771.0,"5,88",152750.0,,
2016,4,buenos aires,"61,24",3131499.0,11202,3142701.0,1563542,1414676,118747,21394,24342,3142701.0,"6,35",3138541.0,,
2016,4,capital federal,"120,63",1393443.0,8016,1401459.0,434835,914952,38161,2583,10928,1401459.0,"7,96",1266885.0,,
2016,4,catamarca,"26,54",27021.0,13,27034.0,26735,250,14,1,34,27034.0,"4,89",27032.0,,
2016,4,chaco,"28,79",88833.0,14,88847.0,54974,33534,248,52,39,88847.0,"7,08",88854.0,,
2016,4,chubut,"36,07",62035.0,1730,63765.0,43994,955,916,13107,4793,63765.0,"3,41",80197.0,,
2016,4,córdoba,"57,7",636422.0,133,636555.0,337368,289344,3368,5686,789,636555.0,"6,47",637473.0,,
2016,4,corrientes,"30,98",88084.0,12,88096.0,54981,31497,233,1354,31,88096.0,"6,24",88093.0,,
2016,4,entre ríos,"45,21",180188.0,57,180245.0,109359,64141,226,6448,71,180245.0,"5,81",180310.0,,
2016,4,formosa,"19,85",29513.0,- 0,29513.0,22400,6061,16,1023,13,29513.0,"5,63",29518.0,,
2016,4,jujuy,"22,65",42624.0,1,42625.0,33838,8731,22,0,34,42625.0,"4,32",42626.0,,
2016,4,la pampa,"63,02",71368.0,460,71828.0,12754,47245,5054,6253,522,71828.0,"3,19",67345.0,,
2016,4,la rioja,"16,46",16298.0,18,16316.0,16270,0,16,2,28,16316.0,"5,34",16315.0,,
2016,4,mendoza,"32,11",169274.0,1451,170725.0,153320,13030,2579,27,1769,170725.0,"3,51",177477.0,,
2016,4,misiones,"29,72",97390.0,- 0,97390.0,57983,39294,100,5,8,97390.0,"7,11",97392.0,,
2016,4,neuquén,"60,87",111723.0,2112,113835.0,51742,46389,1124,11910,2670,113835.0,"5,68",106093.0,,
2016,4,río negro,"46,39",100020.0,1000,101020.0,67057,28474,954,3274,1261,101020.0,"4,37",104779.0,,
2016,4,salta,"32,69",106934.0,1,106935.0,79389,26657,110,158,621,106935.0,"5,22",106947.0,,
2016,4,san juan,"27,29",51301.0,620,51921.0,48670,451,772,1121,907,51921.0,"3,49",58840.0,,
2016,4,san luis,"9,64",12992.0,315,13307.0,11432,1120,354,26,375,13307.0,"3,5",14029.0,,
2016,4,santa cruz,"27,05",26094.0,370,26464.0,15607,2722,1055,4823,2257,26464.0,"3,56",32013.0,,
2016,4,santa fe,"52,19",561470.0,362,561832.0,326721,225792,3201,4946,1172,561832.0,"6,04",561542.0,,
2016,4,santiago del estero,"15,07",35049.0,2,35051.0,30192,3900,19,911,29,35051.0,"4,87",35054.0,,
2016,4,tierra del fuego,"70,31",31938.0,619,32557.0,22636,6905,665,1,2350,32557.0,"3,48",35710.0,,
2016,4,tucumán,"37,98",151615.0,37,151652.0,146995,4482,116,14,45,151652.0,"5,73",151631.0,,
2016,3,buenos aires,"60,14",3075387.0,11205,3086592.0,1574216,1355770,113463,18867,24276,3086592.0,"5,91",3121140.0,,
2016,3,capital federal,"120,77",1395053.0,8051,1403104.0,447726,905105,36796,2514,10963,1403104.0,"7,38",1261686.0,,
2016,3,catamarca,"26,48",26957.0,13,26970.0,26689,248,14,1,18,26970.0,"4,73",26984.0,,
2016,3,chaco,"28,91",89216.0,14,89230.0,56251,32730,232,2,15,89230.0,"6,72",89416.0,,
2016,3,chubut,"36,18",62222.0,1730,63952.0,43987,935,916,13364,4750,63952.0,"3,34",80705.0,,
2016,3,córdoba,"58,24",642458.0,133,642591.0,348481,285480,2540,5695,395,642591.0,"6,07",644678.0,,
2016,3,corrientes,"31,07",88328.0,12,88340.0,55934,30813,217,1354,22,88340.0,"5,96",88346.0,,
2016,3,entre ríos,"45,44",181092.0,57,181149.0,112588,61850,206,6441,64,181149.0,"5,59",181226.0,,
2016,3,formosa,"18,64",27716.0,- 0,27716.0,21800,5905,9,0,2,27716.0,"5,42",29861.0,,
2016,3,jujuy,"22,61",42537.0,1,42538.0,34250,8236,22,0,30,42538.0,"4,22",42541.0,,
2016,3,la pampa,"61,73",69903.0,461,70364.0,12751,45952,4910,6236,515,70364.0,"3,14",66717.0,,
2016,3,la rioja,"17,07",16912.0,18,16930.0,16891,0,15,2,22,16930.0,"5,08",16935.0,,
2016,3,mendoza,"32,09",169174.0,1450,170624.0,153233,13030,2576,28,1757,170624.0,"3,51",178376.0,,
2016,3,misiones,"29,91",97997.0,- 0,97997.0,59776,38130,79,5,7,97997.0,"6,74",97998.0,,
2016,3,neuquén,"60,21",110491.0,2112,112603.0,51752,44739,1093,12402,2617,112603.0,"5,29",106026.0,,
2016,3,río negro,"46,39",100024.0,1002,101026.0,67043,28496,942,3293,1252,101026.0,"4,16",104771.0,,
2016,3,salta,"32,96",107790.0,1,107791.0,80866,26113,90,157,565,107791.0,"5,05",107818.0,,
2016,3,san juan,"27,32",51348.0,620,51968.0,48670,451,770,1174,903,51968.0,"3,49",58832.0,,
2016,3,san luis,"9,63",12978.0,315,13293.0,11432,1113,354,23,371,13293.0,"3,5",14091.0,,
2016,3,santa cruz,"26,84",25886.0,371,26257.0,15570,2722,817,4978,2170,26257.0,"3,54",32397.0,,
2016,3,santa fe,"52,67",566625.0,386,567011.0,334911,223011,3037,4862,1190,567011.0,"5,68",568104.0,,
2016,3,santiago del estero,"15,33",35658.0,2,35660.0,31730,3900,19,3,8,35660.0,"4,67",36592.0,,
2016,3,tierra del fuego,"68,94",31306.0,619,31925.0,22636,6276,665,1,2347,31925.0,"3,48",35381.0,,
2016,3,tucumán,"37,9",151282.0,37,151319.0,147259,3850,116,53,41,151319.0,"5,54",151304.0,,
2016,2,buenos aires,"59,34",3032776.0,12515,3045291.0,1579448,1305949,113070,21163,25661,3045291.0,"5,42",3108515.0,,
2016,2,capital federal,"120,04",1384824.0,9760,1394584.0,450644,892209,36669,2390,12672,1394584.0,"6,58",1257302.0,,
2016,2,catamarca,"26,07",26543.0,13,26556.0,26262,245,14,1,34,26556.0,"4,36",26604.0,,
2016,2,chaco,"28,59",88235.0,16,88251.0,56112,31825,221,52,41,88251.0,"6,3",88291.0,,
2016,2,chubut,"36,12",62116.0,1740,63856.0,43977,867,916,13293,4803,63856.0,"3,34",79846.0,,
2016,2,córdoba,"57,55",634680.0,234,634914.0,348891,277615,1709,5610,1089,634914.0,"5,52",659050.0,,
2016,2,corrientes,"30,58",86932.0,24,86956.0,55511,29845,203,1354,43,86956.0,"5,6",87020.0,,
2016,2,entre ríos,"44,74",178194.0,179,178373.0,112809,58768,169,6434,193,178373.0,"5,13",189595.0,,
2016,2,formosa,"19,37",28801.0,1,28802.0,22101,5658,6,1023,14,28802.0,"5,1",28836.0,,
2016,2,jujuy,"21,89",41187.0,2,41189.0,33758,7374,22,0,35,41189.0,"3,84",43496.0,,
